t         x_kite          z_kite         x_block          z_block          wind_x       wind_y       v_block_x
313000       56.823716       23.154231      12.508013      0.000000      11.573616      12.107942     14.453180
314000       56.849228       23.383471      12.654055      0.000000      11.688628      12.359240     14.755317
315000       56.874778       23.615455      12.803129      0.000000      11.805029      12.613754     15.059498
316000       56.900307       23.850208      12.955255      0.000000      11.922832      12.871387     15.365852
317000       56.925745       24.087767      13.110457      0.000000      12.042056      13.132052     15.674566
318000       56.951016       24.328180      13.268759      0.000000      12.162726      13.395664     15.985882
319000       56.976037       24.571507      13.430187      0.000000      12.284872      13.662144     16.300097
320000       57.000717       24.817819      13.594774      0.000000      12.408530      13.931413     16.617565
321000       57.024958       25.067199      13.762554      0.000000      12.533741      14.203396     16.938695
322000       57.048654       25.319737      13.933565      0.000000      12.660553      14.478018     17.263948
323000       57.071695       25.575538      14.107852      0.000000      12.789018      14.755201     17.593841
324000       57.093962       25.834714      14.285463      0.000000      12.919191      15.034865     17.928943
325000       57.115328       26.097386      14.466453      0.000000      13.051135      15.316925     18.269876
326000       57.135661       26.363684      14.650885      0.000000      13.184914      15.601284     18.617317
327000       57.154824       26.633746      14.838827      0.000000      13.320599      15.887836     18.971990
328000       57.172670       26.907718      15.030356      0.000000      13.458262      16.176457     19.334672
329000       57.189050       27.185750      15.225554      0.000000      13.597979      16.467006     19.706191
330000       57.203805       27.467998      15.424515      0.000000      13.739828      16.759317     20.087418
331000       57.216775       27.754621      15.627342      0.000000      13.883889      17.053192     20.479271
332000       57.227793       28.045780      15.834143      0.000000      14.030242      17.348399     20.882705
333000       57.236688       28.341636      16.045042      0.000000      14.178968      17.644666     21.298709
334000       57.243285       28.642347      16.260167      0.000000      14.330147      17.941671     21.728300
335000       57.247409       28.948069      16.479661      0.000000      14.483855      18.239033     22.172509
336000       57.248883       29.258948      16.703674      0.000000      14.640165      18.536309     22.632373
337000       57.247528       29.575123      16.932369      0.000000      14.799147      18.832982     23.108919
338000       57.243171       29.896716      17.165916      0.000000      14.960860      19.128453     23.603146
339000       57.235640       30.223834      17.404499      0.000000      15.125358      19.422032     24.116005
340000       57.224769       30.556564      17.648307      0.000000      15.292682      19.712928     24.648374
341000       57.210400       30.894967      17.897539      0.000000      15.462862      20.000243     25.201036
342000       57.192386       31.239074      18.152403      0.000000      15.635910      20.282962     25.774645
343000       57.170591       31.588884      18.413109      0.000000      15.811826      20.559950     26.369697
344000       57.144898       31.944359      18.679875      0.000000      15.990586      20.829945     26.986501
345000       57.115203       32.305418      18.952919      0.000000      16.172149      21.091560     27.625142
346000       57.081427       32.671937      19.232457      0.000000      16.356449      21.343278     28.285455
347000       57.043511       33.043742      19.518705      0.000000      16.543395      21.583463     28.966996
348000       57.001424       33.420611      19.811872      0.000000      16.732874      21.810366     29.669016
349000       56.955159       33.802267      20.112157      0.000000      16.924742      22.022138     30.390447
350000       56.904740       34.188381      20.419748      0.000000      17.118832      22.216845     31.129886
351000       56.850221       34.578571      20.734817      0.000000      17.314947      22.392495     31.885601
352000       56.791686       34.972404      21.057515      0.000000      17.512867      22.547060     32.655525
353000       56.729253       35.369394      21.387975      0.000000      17.712345      22.678506     33.437285
354000       56.663069       35.769011      21.726300      0.000000      17.913111      22.784830     34.228213
355000       56.593314       36.170679      22.072568      0.000000      18.114872      22.864094     35.025390
356000       56.520200       36.573787      22.426826      0.000000      18.317318      22.914462     35.825678
357000       56.443966       36.977686      22.789089      0.000000      18.520121      22.934240     36.625770
358000       56.364884       37.381702      23.159337      0.000000      18.722941      22.921914     37.422239
359000       56.283251       37.785142      23.537518      0.000000      18.925428      22.876186     38.211591
360000       56.199393       38.187294      23.923541      0.000000      19.127222      22.796005     38.990323
